invoice_no,vendor_id,issue_date,currency,subtotal,vat_amount,total_amount,cost_center,approved_by_id,payment_iban
INV-2026-002418,V01203,2025-08-05,SAR,707219.62,106082.94,813302.56,التشغيل,1282882255,SA7394984816568238079599
INV-2026-002419,V01032,2025-10-11,SAR,46619.85,6992.98,53612.83,الخدمات المساندة,1019232683,SA1764321687913907986922
INV-2026-002420,V00668,2026-02-01,SAR,89403.26,13410.49,102813.75,الشؤون القانونية,1664093547,SA8186482380041976606385
INV-2026-002421,V00424,2025-09-15,SAR,421755.12,63263.27,485018.39,المشتريات,1325106597,SA9245306318074126155356
INV-2026-002422,V01001,2025-05-26,SAR,41340.68,6201.1,47541.78,تقنية المعلومات,1876171230,SA5275920892716826764739
INV-2026-002423,V01252,2025-04-13,SAR,798925.51,119838.83,918764.34,تقنية المعلومات,1836808426,SA5083027415708191056420
INV-2026-002424,V01129,2025-08-11,SAR,86398.31,12959.75,99358.06,التشغيل,1331821270,SA1595152289316742540011
INV-2026-002425,V00548,2025-04-20,SAR,57536.35,8630.45,66166.8,المالية,1490260773,SA5652479799416173665101
INV-2026-002426,V00888,2025-05-14,SAR,348172.27,52225.84,400398.11,الموارد البشرية,1327312284,SA4647998369661037081384
INV-2026-002427,V01412,2026-04-25,SAR,884687.7,132703.15,1017390.85,المشتريات,1130606807,SA3498306157739385082697
INV-2026-002428,V01456,2025-11-02,SAR,268205.49,40230.82,308436.31,الشؤون القانونية,1096804222,SA8266694039161966104925
INV-2026-002429,V01261,2025-07-16,SAR,473468.68,71020.3,544488.98,التشغيل,1472379575,SA4981234373413734942214
INV-2026-002430,V01217,2025-01-22,SAR,552759.67,82913.95,635673.62,المشتريات,1787862349,SA9468352051204520384041
INV-2026-002431,V01125,2025-01-01,SAR,571992.54,85798.88,657791.42,الاتصال المؤسسي,1356990539,SA8753049381926387936211
INV-2026-002432,V01041,2025-05-20,SAR,796931.6,119539.74,916471.34,المشتريات,1816530586,SA8471831408305303598980
INV-2026-002433,V01429,2026-02-08,SAR,933830.56,140074.58,1073905.14,الموارد البشرية,1536360025,SA2832020533689749355630
INV-2026-002434,V00703,2026-01-16,SAR,586019.19,87902.88,673922.07,المالية,1595848654,SA2255064710314053845435
INV-2026-002435,V01237,2025-07-14,SAR,182488.87,27373.33,209862.2,ضبط الجودة,1484286958,SA7595788747640541055410
INV-2026-002436,V00068,2025-03-15,SAR,828521.82,124278.27,952800.09,التدقيق الداخلي,1850958180,SA9728099163461145262314
INV-2026-002437,V00777,2026-06-19,SAR,444673.05,66700.96,511374.01,الاتصال المؤسسي,1306026954,SA9790588517318626429544
INV-2026-002438,V00433,2025-02-27,SAR,657237.57,98585.64,755823.21,التدقيق الداخلي,1282274503,SA3683396872257715837859
INV-2026-002439,V00744,2025-10-02,SAR,938655.83,140798.37,1079454.2,المشتريات,1570382208,SA5997694546414084231152
INV-2026-002440,V00450,2025-10-29,SAR,623266.57,93489.99,716756.56,تقنية المعلومات,1457797130,SA8105735544859079997525
INV-2026-002441,V01313,2025-03-27,SAR,706991.97,106048.8,813040.77,إدارة المعرفة,1454630870,SA4630042786979298155496
INV-2026-002442,V00139,2026-03-27,SAR,521004.66,78150.7,599155.36,التدقيق الداخلي,1159128949,SA3315387386661487965268
INV-2026-002443,V00789,2026-06-15,SAR,550326.69,82549.0,632875.69,تقنية المعلومات,1196521585,SA4781940310962682582864
INV-2026-002444,V01050,2025-11-19,SAR,156648.84,23497.33,180146.17,إدارة المعرفة,1572740684,SA2002218457645309582632
INV-2026-002445,V00107,2025-10-27,SAR,225202.55,33780.38,258982.93,إدارة المخاطر,1504796218,SA5625191288828051199630
INV-2026-002446,V00097,2026-01-12,SAR,149400.04,22410.01,171810.05,الاتصال المؤسسي,1963921737,SA6911372626869986425893
INV-2026-002447,V01148,2025-05-04,SAR,546583.69,81987.55,628571.24,التشغيل,1160255202,SA6361899067982018231382
INV-2026-002448,V00764,2025-05-18,SAR,463587.76,69538.16,533125.92,الخدمات المساندة,1833866625,SA8738740547286476307960
INV-2026-002449,V01315,2026-01-11,SAR,457937.74,68690.66,526628.4,الموارد البشرية,1997046881,SA5344063363442331553215
INV-2026-002450,V00382,2025-06-24,SAR,890359.06,133553.86,1023912.92,الموارد البشرية,1166574564,SA6808709031933180372855
INV-2026-002451,V00607,2025-02-28,SAR,664498.46,99674.77,764173.23,إدارة المخاطر,1953292362,SA4873724619724716016485
INV-2026-002452,V00537,2026-06-04,SAR,476512.7,71476.9,547989.6,الخدمات المساندة,1046188106,SA3189004133844958716882
INV-2026-002453,V01433,2025-12-04,SAR,464065.87,69609.88,533675.75,التدقيق الداخلي,1469115669,SA9775785638769158831336
INV-2026-002454,V01054,2025-11-08,SAR,604997.54,90749.63,695747.17,التشغيل,1345956625,SA9336905939602786727782
INV-2026-002455,V00798,2025-08-07,SAR,661801.94,99270.29,761072.23,التدقيق الداخلي,1888623533,SA2931819678280157547347
INV-2026-002456,V01273,2025-12-10,SAR,367236.5,55085.47,422321.97,تقنية المعلومات,1293762629,SA9321579937828985199173
INV-2026-002457,V00765,2025-05-01,SAR,846554.01,126983.1,973537.11,الخدمات المساندة,1096746159,SA5633694380319034624687
INV-2026-002458,V00972,2026-06-20,SAR,76276.96,11441.54,87718.5,الاتصال المؤسسي,1705652814,SA1484129926949703377592
INV-2026-002459,V01458,2025-12-13,SAR,433489.03,65023.35,498512.38,تقنية المعلومات,1345316697,SA8596101924539392845143
INV-2026-002460,V01242,2025-10-08,SAR,283313.11,42496.97,325810.08,إدارة المخاطر,1326409792,SA7456378728919792242262
INV-2026-002461,V01374,2025-04-23,SAR,381678.47,57251.77,438930.24,الموارد البشرية,1634732588,SA3198393424499855395218
INV-2026-002462,V00914,2025-10-12,SAR,406968.77,61045.32,468014.09,الخدمات المساندة,1900227784,SA8135011322163289773192
INV-2026-002463,V00061,2025-08-30,SAR,896664.24,134499.64,1031163.88,إدارة المخاطر,1164752451,SA1162342234735976689995
INV-2026-002464,V00077,2025-05-12,SAR,132270.71,19840.61,152111.32,إدارة المعرفة,1346813270,SA5288682307264056726986
INV-2026-002465,V01350,2025-06-21,SAR,731104.98,109665.75,840770.73,التدقيق الداخلي,1731246714,SA8535133648007959207857
INV-2026-002466,V00237,2025-06-06,SAR,26070.09,3910.51,29980.6,إدارة المخاطر,1780754451,SA8607724430935608000483
INV-2026-002467,V00703,2025-07-21,SAR,892754.84,133913.23,1026668.07,المالية,1303261166,SA9024234341086451561545
INV-2026-002468,V01376,2026-03-24,SAR,938080.7,140712.1,1078792.8,إدارة المخاطر,1314891712,SA2095732241298334537161
INV-2026-002469,V00809,2026-01-06,SAR,771568.05,115735.21,887303.26,الشؤون القانونية,1107432310,SA7863425408799492973501
INV-2026-002470,V00269,2025-06-30,SAR,436960.76,65544.11,502504.87,إدارة المعرفة,1663245627,SA4491797569516694138624
INV-2026-002471,V00762,2025-02-01,SAR,556202.08,83430.31,639632.39,الاتصال المؤسسي,1125741502,SA6257156173312323575330
INV-2026-002472,V00896,2026-03-14,SAR,544534.22,81680.13,626214.35,الاتصال المؤسسي,1368783237,SA5593850274610853123239
INV-2026-002473,V00558,2025-11-16,SAR,235919.68,35387.95,271307.63,إدارة المخاطر,1545989970,SA0763858773743314721915
INV-2026-002474,V00288,2026-05-10,SAR,27397.91,4109.69,31507.6,التشغيل,1378047706,SA3599927777711253153388
INV-2026-002475,V01337,2026-04-15,SAR,205910.3,30886.54,236796.84,التدقيق الداخلي,1748961271,SA5744625990604307093458
INV-2026-002476,V00772,2025-02-04,SAR,911837.12,136775.57,1048612.69,الشؤون القانونية,1964738015,SA4821486358501453589079
INV-2026-002477,V00991,2025-06-06,SAR,742821.13,111423.17,854244.3,إدارة المعرفة,1985913704,SA8181710128733010612015
INV-2026-002478,V01433,2025-01-07,SAR,375888.73,56383.31,432272.04,التخطيط والتطوير,1841120668,SA0860023281761138162053
INV-2026-002479,V01223,2025-09-14,SAR,909656.68,136448.5,1046105.18,تقنية المعلومات,1023536186,SA4261683921371362548699
INV-2026-002480,V00960,2026-06-02,SAR,156590.38,23488.56,180078.94,المشتريات,1481954582,SA4985580997546176858005
INV-2026-002481,V00180,2025-08-22,SAR,555356.49,83303.47,638659.96,الخدمات المساندة,1975969757,SA6315843591362941721764
INV-2026-002482,V01324,2025-10-04,SAR,680389.46,102058.42,782447.88,الشؤون القانونية,1967352228,SA5936166452647761154256
INV-2026-002483,V00629,2025-02-23,SAR,547640.66,82146.1,629786.76,المشتريات,1987537550,SA5978615248224674578612
INV-2026-002484,V00827,2026-02-27,SAR,198874.5,29831.17,228705.67,تقنية المعلومات,1450944622,SA7802070773507574387334
INV-2026-002485,V00233,2025-03-03,SAR,229984.35,34497.65,264482.0,التشغيل,1550376717,SA9433976767508389279229
INV-2026-002486,V01125,2025-01-04,SAR,51852.31,7777.85,59630.16,الموارد البشرية,1761713971,SA8391305967288274959892
INV-2026-002487,V00613,2025-07-14,SAR,89821.46,13473.22,103294.68,الشؤون القانونية,1367813019,SA7519485085579860573111
INV-2026-002488,V00355,2025-11-05,SAR,908953.56,136343.03,1045296.59,ضبط الجودة,1626511743,SA4931418147218605267799
INV-2026-002489,V00700,2026-01-17,SAR,899752.94,134962.94,1034715.88,الاتصال المؤسسي,1394197360,SA6233580869029470718292
INV-2026-002490,V01192,2025-08-03,SAR,87082.35,13062.35,100144.7,التخطيط والتطوير,1508272497,SA8347412209124403503316
INV-2026-002491,V00275,2026-03-19,SAR,789604.19,118440.63,908044.82,التخطيط والتطوير,1152972947,SA6572188314964672484196
INV-2026-002492,V00470,2025-12-30,SAR,229728.51,34459.28,264187.79,التشغيل,1513976157,SA8664108564920597986073
INV-2026-002493,V01034,2025-07-15,SAR,706324.75,105948.71,812273.46,ضبط الجودة,1448275758,SA7404720371298299628319
INV-2026-002494,V00953,2025-03-04,SAR,600047.86,90007.18,690055.04,ضبط الجودة,1197392200,SA3333234560498539362261
INV-2026-002495,V01216,2026-03-02,SAR,312923.4,46938.51,359861.91,الموارد البشرية,1397585017,SA6200243163884825747201
INV-2026-002496,V00899,2025-01-15,SAR,54699.34,8204.9,62904.24,ضبط الجودة,1891593475,SA8995687586920678758657
INV-2026-002497,V00683,2025-09-21,SAR,61863.92,9279.59,71143.51,الخدمات المساندة,1386321184,SA1970590589949517548946
INV-2026-002498,V00535,2025-12-31,SAR,333024.27,49953.64,382977.91,المشتريات,1985731734,SA0472417144537532795794
INV-2026-002499,V00534,2025-11-15,SAR,936742.17,140511.33,1077253.5,ضبط الجودة,1524434162,SA0391855945410074561604
INV-2026-002500,V00186,2025-07-23,SAR,836929.17,125539.38,962468.55,التدقيق الداخلي,1597773827,SA0546534549881474491815
INV-2026-002501,V00734,2026-02-18,SAR,806202.17,120930.33,927132.5,ضبط الجودة,1738024494,SA9678583214815628228748
INV-2026-002502,V00606,2025-09-07,SAR,788701.96,118305.29,907007.25,ضبط الجودة,1595026590,SA1484554394031530340634
INV-2026-002503,V00994,2025-10-16,SAR,613597.89,92039.68,705637.57,الشؤون القانونية,1156914648,SA8749091148362406024381
INV-2026-002504,V00859,2026-06-18,SAR,790238.39,118535.76,908774.15,إدارة المعرفة,1724293061,SA8602947263114525110878
INV-2026-002505,V00615,2025-05-26,SAR,749837.22,112475.58,862312.8,المالية,1387724535,SA1550351944091675272374
INV-2026-002506,V00504,2025-02-18,SAR,345132.39,51769.86,396902.25,إدارة المخاطر,1338973504,SA3950750504273515990755
INV-2026-002507,V00074,2025-11-08,SAR,326264.94,48939.74,375204.68,الموارد البشرية,1802005080,SA4274535679584229878580
INV-2026-002508,V00452,2026-01-20,SAR,761291.55,114193.73,875485.28,التدقيق الداخلي,1048415242,SA1319197471685820661587
INV-2026-002509,V00830,2024-12-31,SAR,214157.69,32123.65,246281.34,الشؤون القانونية,1849964042,SA4764722401104949538074
INV-2026-002510,V00063,2025-05-10,SAR,209239.68,31385.95,240625.63,إدارة المعرفة,1685595454,SA3200376881373487532051
INV-2026-002511,V01293,2026-02-21,SAR,790445.41,118566.81,909012.22,التشغيل,1850763457,SA6916281699832917993263
INV-2026-002512,V00270,2025-12-22,SAR,408600.91,61290.14,469891.05,التخطيط والتطوير,1896912894,SA9781854187830534486590
INV-2026-002513,V00180,2025-11-23,SAR,97542.66,14631.4,112174.06,التشغيل,1303573198,SA0788879322012668091753
INV-2026-002514,V00145,2026-05-13,SAR,471100.41,70665.06,541765.47,إدارة المعرفة,1826432302,SA7693506723361366564791
INV-2026-002515,V01280,2025-11-24,SAR,761929.08,114289.36,876218.44,تقنية المعلومات,1877725836,SA3954312201987574474135
INV-2026-002516,V00087,2026-03-17,SAR,604644.72,90696.71,695341.43,التدقيق الداخلي,1053991608,SA9845916749777074492993
INV-2026-002517,V00262,2025-03-22,SAR,313705.43,47055.81,360761.24,الخدمات المساندة,1843761964,SA7060413789935823933111
INV-2026-002518,V00451,2025-11-27,SAR,339772.25,50965.84,390738.09,الموارد البشرية,1827884956,SA8917266649670682883294
INV-2026-002519,V01006,2024-12-28,SAR,95480.54,14322.08,109802.62,ضبط الجودة,1471904324,SA9083112346068390205669
INV-2026-002520,V01201,2026-04-06,SAR,625021.16,93753.17,718774.33,الخدمات المساندة,1924037573,SA1131572747890554100472
INV-2026-002521,V00436,2025-07-03,SAR,901668.54,135250.28,1036918.82,التخطيط والتطوير,1902392578,SA2590529135012749552410
INV-2026-002522,V01012,2026-04-25,SAR,32943.32,4941.5,37884.82,إدارة المعرفة,1565556212,SA8856710872616282915473
INV-2026-002523,V00726,2025-09-27,SAR,881931.97,132289.8,1014221.77,الاتصال المؤسسي,1056636374,SA5289539080731953060214
INV-2026-002524,V00950,2025-02-27,SAR,518470.36,77770.55,596240.91,المشتريات,1773316565,SA7903659448144072674662
INV-2026-002525,V00045,2025-09-05,SAR,791986.64,118798.0,910784.64,إدارة المخاطر,1255539809,SA4380046277466540872389
INV-2026-002526,V01252,2025-03-31,EUR,479595.87,71939.38,551535.25,الشؤون القانونية,1309205381,SA1628745032398825106597
INV-2026-002527,V01116,2025-12-25,SAR,804966.37,120744.96,925711.33,الشؤون القانونية,1930443625,SA6661146706441244691173
INV-2026-002528,V01243,2025-11-17,SAR,359362.85,53904.43,413267.28,التدقيق الداخلي,1432037057,SA6816765319362325602067
INV-2026-002529,V00318,2026-06-09,SAR,943974.93,141596.24,1085571.17,التشغيل,1923541773,SA6213504892196226091297
INV-2026-002530,V00100,2025-10-26,SAR,283430.44,42514.57,325945.01,التدقيق الداخلي,1210566814,SA2859857651981691502284
INV-2026-002531,V00462,2025-08-18,SAR,370655.08,55598.26,426253.34,التدقيق الداخلي,1314692862,SA1354967362632431706373
INV-2026-002532,V00399,2026-05-23,SAR,718354.98,107753.25,826108.23,إدارة المخاطر,1265157592,SA1765837704651722063120
INV-2026-002533,V00029,2026-03-26,SAR,347335.14,52100.27,399435.41,التشغيل,1594453795,SA3090296120175660571086
INV-2026-002534,V00961,2025-03-12,SAR,247796.31,37169.45,284965.76,إدارة المعرفة,1907051625,SA8039140030154871283278
INV-2026-002535,V00178,2025-06-11,SAR,887779.75,133166.96,1020946.71,الشؤون القانونية,1961923545,SA4941434976159467885609
INV-2026-002536,V00824,2025-08-02,SAR,3500.97,525.15,4026.12,تقنية المعلومات,1945499331,SA8986892790317930084722
INV-2026-002537,V00135,2025-08-22,SAR,95943.68,14391.55,110335.23,الشؤون القانونية,1939469662,SA9305320116589565119120
INV-2026-002538,V00731,2025-06-10,SAR,82703.64,12405.55,95109.19,المالية,1477224016,SA9269666571876178802343
INV-2026-002539,V00513,2025-04-21,SAR,799479.34,119921.9,919401.24,تقنية المعلومات,1777974328,SA1126513160968880838589
INV-2026-002540,V00957,2025-12-04,SAR,521331.81,78199.77,599531.58,ضبط الجودة,1026319473,SA6103901474535780406122
INV-2026-002541,V00144,2025-08-16,SAR,925897.96,138884.69,1064782.65,إدارة المعرفة,1228314314,SA3721516589571533010789
INV-2026-002542,V00837,2025-06-15,SAR,304091.78,45613.77,349705.55,تقنية المعلومات,1771243902,SA6858164221736981006497
INV-2026-002543,V00215,2025-03-16,SAR,17838.95,2675.84,20514.79,المالية,1587120534,SA6260776067024010973353
INV-2026-002544,V01482,2025-10-24,SAR,24363.53,3654.53,28018.06,التدقيق الداخلي,1196885402,SA1040849897164953056193
INV-2026-002545,V00918,2025-08-01,SAR,888461.85,133269.28,1021731.13,التدقيق الداخلي,1259311106,SA3743120055858444407030
INV-2026-002546,V00949,2025-11-18,SAR,226381.38,33957.21,260338.59,إدارة المخاطر,1477194953,SA7734646304050859937345
INV-2026-002547,V00450,2025-05-28,SAR,763344.9,114501.74,877846.64,التشغيل,1863586135,SA8114127416537912630456
INV-2026-002548,V00134,2025-06-28,SAR,142969.63,21445.44,164415.07,الموارد البشرية,1245009285,SA7450964159922463304582
INV-2026-002549,V00184,2026-05-31,SAR,511268.55,76690.28,587958.83,الموارد البشرية,1103127120,SA9403161305624030385350
INV-2026-002550,V01450,2025-03-21,SAR,31452.36,4717.85,36170.21,إدارة المعرفة,1525854715,SA5067743825893311780518
